建筑面积,建设年代,1990-1995年住宅面积分布,,1996-2000年住宅面积分布,,2001-2005年住宅面积分布,,2006-2010年住宅面积分布,,2011-2015年住宅面积分布,,2016-2020年住宅面积分布,,,,,
98,2005,,,,,,,,,,,,,,,,
97.1,2005,,,,,,,,,,,,,,,,
97.1,2005,,,,,,,,,,,,,,,,
97,2005,,,,,,,,,,,,,,,,
96.8,2005,,,,,,,,,,,,,,,,
96.2,2005,,,,,,,,,,,,,,,,
95.7,2005,,,,,,,,,,,,,,,,
95.5,2005,,,,,,,,,,,,,,,,
95,2005,,,,,,,,,,,,,,,,
94.8,2005,,,,,,,,,,,,,,,,
94.6,2005,,,,,,,,,,,,,,,,
93.2,2005,,,,,,,,,,,,,,,,
92.3,2005,,,,,,,,,,,,,,,,
91.9,2005,,,,,,,,,,,,,,,,
91.7,2005,,,,,,,,,,,,,,,,
91.7,2005,,,,,,,,,,,,,,,,
91.5,2005,,,,,,,,,,,,,,,,
91,2005,,,,,,,,,,,,,,,,
89.4,2005,,,,,,,,,,,,,,,,
88.5,2005,,,,,,,,,,,,,,,,
88,2005,,,,,,,,,,,,,,,,
85.2,2005,,,,,,,,,,,,,,,,
85.2,2005,,,,,,,,,,,,,,,,
81.3,2005,,,,,,,,,,,,,,,,
79.2,2005,,,,,,,,,,,,,,,,
79.1,2005,,,,,,,,,,,,,,,,
78.4,2005,,,,,,,,,,,,,,,,
78,2005,,,,,,,,,,,,,,,,
77.1,2005,,,,,,,,,,,,,,,,
71.6,2005,,,,,,,,,,,,,,,,
64.4,2005,,,,,,,,,,,,,,,,
142.3,2006,,,,,,,,,,,,,,,,
126.1,2006,,,,,,,,,,,,,,,,
122.8,2006,,,,,,,,,,,,,,,,
122,2006,,,,,,,,,,,,,,,,
122,2006,,,,,,,,,,,,,,,,
121.2,2006,,,,,,,,,,,,,,,,
118.9,2006,,,,,,,,,,,,,,,,
118.3,2006,,,,,,,,,,,,,,,,
117.5,2006,,,,,,,,,,,,,,,,
117,2006,,,,,,,,,,,,,,,,
114.8,2006,,,,,,,,,,,,,,,,
114.2,2006,,,,,,,,,,,,,,,,
114,2006,,,,,,,,,,,,,,,,
109.7,2006,,,,,,,,,,,,,,,,
109.5,2006,,,,,,,,,,,,,,,,
104,2006,,,,,,,,,,,,,,,,
103,2006,,,,,,,,,,,,,,,,
102,2006,,,,,,,,,,,,,,,,
98.5,2006,,,,,,,,,,,,,,,,
98.5,2006,,,,,,,,,,,,,,,,
98.5,2006,,,,,,,,,,,,,,,,
98.5,2006,,,,,,,,,,,,,,,,
96.1,2006,,,,,,,,,,,,,,,,
96,2006,,,,,,,,,,,,,,,,
90.7,2006,,,,,,,,,,,,,,,,
85,2006,,,,,,,,,,,,,,,,
85,2006,,,,,,,,,,,,,,,,
83.7,2006,,,,,,,,,,,,,,,,
82.7,2006,,,,,,,,,,,,,,,,
37.1,2006,,,,,,,,,,,,,,,,
196.7,2007,,,,,,,,,,,,,,,,
162.4,2007,,,,,,,,,,,,,,,,
143.3,2007,,,,,,,,,,,,,,,,
139.3,2007,,,,,,,,,,,,,,,,
139,2007,,,,,,,,,,,,,,,,
138.3,2007,,,,,,,,,,,,,,,,
137.8,2007,,,,,,,,,,,,,,,,
136,2007,,,,,,,,,,,,,,,,
133.9,2007,,,,,,,,,,,,,,,,
130.6,2007,,,,,,,,,,,,,,,,
125.4,2007,,,,,,,,,,,,,,,,
123,2007,,,,,,,,,,,,,,,,
122,2007,,,,,,,,,,,,,,,,
121.8,2007,,,,,,,,,,,,,,,,
121.7,2007,,,,,,,,,,,,,,,,
119.2,2007,,,,,,,,,,,,,,,,
117,2007,,,,,,,,,,,,,,,,
116.5,2007,,,,,,,,,,,,,,,,
116,2007,,,,,,,,,,,,,,,,
116,2007,,,,,,,,,,,,,,,,
115.9,2007,,,,,,,,,,,,,,,,
115.1,2007,,,,,,,,,,,,,,,,
114.9,2007,,,,,,,,,,,,,,,,
111,2007,,,,,,,,,,,,,,,,
111,2007,,,,,,,,,,,,,,,,
110,2007,,,,,,,,,,,,,,,,
110,2007,,,,,,,,,,,,,,,,
108,2007,,,,,,,,,,,,,,,,
108,2007,,,,,,,,,,,,,,,,
108,2007,,,,,,,,,,,,,,,,
107.2,2007,,,,,,,,,,,,,,,,
99.3,2007,,,,,,,,,,,,,,,,
98,2007,,,,,,,,,,,,,,,,
97.5,2007,,,,,,,,,,,,,,,,
88.8,2007,,,,,,,,,,,,,,,,
87.3,2007,,,,,,,,,,,,,,,,
80.3,2007,,,,,,,,,,,,,,,,
162.6,2008,,,,,,,,,,,,,,,,
135.1,2008,,,,,,,,,,,,,,,,
134.6,2008,,,,,,,,,,,,,,,,
132.2,2008,,,,,,,,,,,,,,,,
124.5,2008,,,,,,,,,,,,,,,,
124.5,2008,,,,,,,,,,,,,,,,
121,2008,,,,,,,,,,,,,,,,
119.7,2008,,,,,,,,,,,,,,,,
118,2008,,,,,,,,,,,,,,,,
115,2008,,,,,,,,,,,,,,,,
114.9,2008,,,,,,,,,,,,,,,,
114.8,2008,,,,,,,,,,,,,,,,
114.3,2008,,,,,,,,,,,,,,,,
114.2,2008,,,,,,,,,,,,,,,,
113.1,2008,,,,,,,,,,,,,,,,
112.2,2008,,,,,,,,,,,,,,,,
112,2008,,,,,,,,,,,,,,,,
111.9,2008,,,,,,,,,,,,,,,,
110.6,2008,,,,,,,,,,,,,,,,
109.5,2008,,,,,,,,,,,,,,,,
109.5,2008,,,,,,,,,,,,,,,,
107.4,2008,,,,,,,,,,,,,,,,
103.1,2008,,,,,,,,,,,,,,,,
103,2008,,,,,,,,,,,,,,,,
102,2008,,,,,,,,,,,,,,,,
101.5,2008,,,,,,,,,,,,,,,,
100,2008,,,,,,,,,,,,,,,,
100,2008,,,,,,,,,,,,,,,,
99.7,2008,,,,,,,,,,,,,,,,
99.5,2008,,,,,,,,,,,,,,,,
98.1,2008,,,,,,,,,,,,,,,,
97.5,2008,,,,,,,,,,,,,,,,
97.3,2008,,,,,,,,,,,,,,,,
97.2,2008,,,,,,,,,,,,,,,,
95,2008,,,,,,,,,,,,,,,,
94.7,2008,,,,,,,,,,,,,,,,
90.3,2008,,,,,,,,,,,,,,,,
89.8,2008,,,,,,,,,,,,,,,,
89.5,2008,,,,,,,,,,,,,,,,
89,2008,,,,,,,,,,,,,,,,
87,2008,,,,,,,,,,,,,,,,
85,2008,,,,,,,,,,,,,,,,
84.2,2008,,,,,,,,,,,,,,,,
84.2,2008,,,,,,,,,,,,,,,,
83.2,2008,,,,,,,,,,,,,,,,
76.6,2008,,,,,,,,,,,,,,,,
75.7,2008,,,,,,,,,,,,,,,,
165,2009,,,,,,,,,,,,,,,,
140.3,2009,,,,,,,,,,,,,,,,
126.4,2009,,,,,,,,,,,,,,,,
122.3,2009,,,,,,,,,,,,,,,,
118,2009,,,,,,,,,,,,,,,,
114.6,2009,,,,,,,,,,,,,,,,
113,2009,,,,,,,,,,,,,,,,
112.7,2009,,,,,,,,,,,,,,,,
112.2,2009,,,,,,,,,,,,,,,,
112.1,2009,,,,,,,,,,,,,,,,
111.6,2009,,,,,,,,,,,,,,,,
109.2,2009,,,,,,,,,,,,,,,,
107.1,2009,,,,,,,,,,,,,,,,
106.1,2009,,,,,,,,,,,,,,,,
103,2009,,,,,,,,,,,,,,,,
101,2009,,,,,,,,,,,,,,,,
96.9,2009,,,,,,,,,,,,,,,,
94.9,2009,,,,,,,,,,,,,,,,
91.9,2009,,,,,,,,,,,,,,,,
91.9,2009,,,,,,,,,,,,,,,,
91.9,2009,,,,,,,,,,,,,,,,
90,2009,,,,,,,,,,,,,,,,
77.5,2009,,,,,,,,,,,,,,,,
58.6,2009,,,,,,,,,,,,,,,,
46.6,2009,,,,,,,,,,,,,,,,
243.3,2010,,,,,,,,,,,,,,,,
180,2010,,,,,,,,,,,,,,,,
146.8,2010,,,,,,,,,,,,,,,,
141.3,2010,,,,,,,,,,,,,,,,
141.3,2010,,,,,,,,,,,,,,,,
140.2,2010,,,,,,,,,,,,,,,,
136.8,2010,,,,,,,,,,,,,,,,
133,2010,,,,,,,,,,,,,,,,
120,2010,,,,,,,,,,,,,,,,
111.3,2010,,,,,,,,,,,,,,,,
108.6,2010,,,,,,,,,,,,,,,,
107.2,2010,,,,,,,,,,,,,,,,
107,2010,,,,,,,,,,,,,,,,
107,2010,,,,,,,,,,,,,,,,
106.6,2010,,,,,,,,,,,,,,,,
104.9,2010,,,,,,,,,,,,,,,,
103.5,2010,,,,,,,,,,,,,,,,
103.1,2010,,,,,,,,,,,,,,,,
103,2010,,,,,,,,,,,,,,,,
102.7,2010,,,,,,,,,,,,,,,,
102.2,2010,,,,,,,,,,,,,,,,
102,2010,,,,,,,,,,,,,,,,
101.8,2010,,,,,,,,,,,,,,,,
100,2010,,,,,,,,,,,,,,,,
99.9,2010,,,,,,,,,,,,,,,,
99.9,2010,,,,,,,,,,,,,,,,
99.4,2010,,,,,,,,,,,,,,,,
98.7,2010,,,,,,,,,,,,,,,,
97.1,2010,,,,,,,,,,,,,,,,
96,2010,,,,,,,,,,,,,,,,
91.8,2010,,,,,,,,,,,,,,,,
91.7,2010,,,,,,,,,,,,,,,,
91.7,2010,,,,,,,,,,,,,,,,
90.1,2010,,,,,,,,,,,,,,,,
89,2010,,,,,,,,,,,,,,,,
83.6,2010,,,,,,,,,,,,,,,,
83,2010,,,,,,,,,,,,,,,,
82.5,2010,,,,,,,,,,,,,,,,
81.9,2010,,,,,,,,,,,,,,,,
78.2,2010,,,,,,,,,,,,,,,,
178.5,2011,,,,,,,,,,,,,,,,
178.5,2011,,,,,,,,,,,,,,,,
172,2011,,,,,,,,,,,,,,,,
170.3,2011,,,,,,,,,,,,,,,,
146.1,2011,,,,,,,,,,,,,,,,
145.9,2011,,,,,,,,,,,,,,,,
143.6,2011,,,,,,,,,,,,,,,,
142.6,2011,,,,,,,,,,,,,,,,
136.5,2011,,,,,,,,,,,,,,,,
134,2011,,,,,,,,,,,,,,,,
131.9,2011,,,,,,,,,,,,,,,,
130,2011,,,,,,,,,,,,,,,,
127,2011,,,,,,,,,,,,,,,,
121.2,2011,,,,,,,,,,,,,,,,
118.5,2011,,,,,,,,,,,,,,,,
114.4,2011,,,,,,,,,,,,,,,,
110.8,2011,,,,,,,,,,,,,,,,
110,2011,,,,,,,,,,,,,,,,
109.8,2011,,,,,,,,,,,,,,,,
105.6,2011,,,,,,,,,,,,,,,,
104,2011,,,,,,,,,,,,,,,,
102.7,2011,,,,,,,,,,,,,,,,
100.8,2011,,,,,,,,,,,,,,,,
98,2011,,,,,,,,,,,,,,,,
96.9,2011,,,,,,,,,,,,,,,,
95,2011,,,,,,,,,,,,,,,,
95,2011,,,,,,,,,,,,,,,,
95,2011,,,,,,,,,,,,,,,,
95,2011,,,,,,,,,,,,,,,,
92.5,2011,,,,,,,,,,,,,,,,
92.4,2011,,,,,,,,,,,,,,,,
90,2011,,,,,,,,,,,,,,,,
86.3,2011,,,,,,,,,,,,,,,,
85.9,2011,,,,,,,,,,,,,,,,
85,2011,,,,,,,,,,,,,,,,
82.9,2011,,,,,,,,,,,,,,,,
63.9,2011,,,,,,,,,,,,,,,,
250,2012,,,,,,,,,,,,,,,,
235,2012,,,,,,,,,,,,,,,,
234,2012,,,,,,,,,,,,,,,,
198.2,2012,,,,,,,,,,,,,,,,
198.2,2012,,,,,,,,,,,,,,,,
165,2012,,,,,,,,,,,,,,,,
159.1,2012,,,,,,,,,,,,,,,,
147,2012,,,,,,,,,,,,,,,,
141.1,2012,,,,,,,,,,,,,,,,
139.1,2012,,,,,,,,,,,,,,,,
135,2012,,,,,,,,,,,,,,,,
131,2012,,,,,,,,,,,,,,,,
129,2012,,,,,,,,,,,,,,,,
129,2012,,,,,,,,,,,,,,,,
125.5,2012,,,,,,,,,,,,,,,,
119.6,2012,,,,,,,,,,,,,,,,
118.5,2012,,,,,,,,,,,,,,,,
114.5,2012,,,,,,,,,,,,,,,,
111.8,2012,,,,,,,,,,,,,,,,
110.5,2012,,,,,,,,,,,,,,,,
108.9,2012,,,,,,,,,,,,,,,,
106.5,2012,,,,,,,,,,,,,,,,
106.3,2012,,,,,,,,,,,,,,,,
105.6,2012,,,,,,,,,,,,,,,,
105.1,2012,,,,,,,,,,,,,,,,
104,2012,,,,,,,,,,,,,,,,
104,2012,,,,,,,,,,,,,,,,
103.3,2012,,,,,,,,,,,,,,,,
102,2012,,,,,,,,,,,,,,,,
102,2012,,,,,,,,,,,,,,,,
101.8,2012,,,,,,,,,,,,,,,,
100,2012,,,,,,,,,,,,,,,,
98.4,2012,,,,,,,,,,,,,,,,
98,2012,,,,,,,,,,,,,,,,
98,2012,,,,,,,,,,,,,,,,
97.4,2012,,,,,,,,,,,,,,,,
96,2012,,,,,,,,,,,,,,,,
95.5,2012,,,,,,,,,,,,,,,,
95.1,2012,,,,,,,,,,,,,,,,
95.1,2012,,,,,,,,,,,,,,,,
94.9,2012,,,,,,,,,,,,,,,,
94.3,2012,,,,,,,,,,,,,,,,
94,2012,,,,,,,,,,,,,,,,
93.9,2012,,,,,,,,,,,,,,,,
93.4,2012,,,,,,,,,,,,,,,,
92.5,2012,,,,,,,,,,,,,,,,
92.5,2012,,,,,,,,,,,,,,,,
91,2012,,,,,,,,,,,,,,,,
89,2012,,,,,,,,,,,,,,,,
85.6,2012,,,,,,,,,,,,,,,,
84,2012,,,,,,,,,,,,,,,,
84,2012,,,,,,,,,,,,,,,,
70.8,2012,,,,,,,,,,,,,,,,
300,2013,,,,,,,,,,,,,,,,
220,2013,,,,,,,,,,,,,,,,
157.6,2013,,,,,,,,,,,,,,,,
157.6,2013,,,,,,,,,,,,,,,,
157.6,2013,,,,,,,,,,,,,,,,
152.7,2013,,,,,,,,,,,,,,,,
152.7,2013,,,,,,,,,,,,,,,,
152.7,2013,,,,,,,,,,,,,,,,
150.6,2013,,,,,,,,,,,,,,,,
150,2013,,,,,,,,,,,,,,,,
147.4,2013,,,,,,,,,,,,,,,,
146,2013,,,,,,,,,,,,,,,,
146,2013,,,,,,,,,,,,,,,,
144.2,2013,,,,,,,,,,,,,,,,
141.1,2013,,,,,,,,,,,,,,,,
140.7,2013,,,,,,,,,,,,,,,,
136.8,2013,,,,,,,,,,,,,,,,
132.9,2013,,,,,,,,,,,,,,,,
132.7,2013,,,,,,,,,,,,,,,,
116,2013,,,,,,,,,,,,,,,,
114.9,2013,,,,,,,,,,,,,,,,
113.6,2013,,,,,,,,,,,,,,,,
113.2,2013,,,,,,,,,,,,,,,,
110.2,2013,,,,,,,,,,,,,,,,
110,2013,,,,,,,,,,,,,,,,
107.8,2013,,,,,,,,,,,,,,,,
105,2013,,,,,,,,,,,,,,,,
104.4,2013,,,,,,,,,,,,,,,,
104.4,2013,,,,,,,,,,,,,,,,
104.3,2013,,,,,,,,,,,,,,,,
104,2013,,,,,,,,,,,,,,,,
104,2013,,,,,,,,,,,,,,,,
101.7,2013,,,,,,,,,,,,,,,,
101.5,2013,,,,,,,,,,,,,,,,
101,2013,,,,,,,,,,,,,,,,
101,2013,,,,,,,,,,,,,,,,
100.5,2013,,,,,,,,,,,,,,,,
100,2013,,,,,,,,,,,,,,,,
99.6,2013,,,,,,,,,,,,,,,,
99.3,2013,,,,,,,,,,,,,,,,
99.3,2013,,,,,,,,,,,,,,,,
99.2,2013,,,,,,,,,,,,,,,,
99,2013,,,,,,,,,,,,,,,,
98.9,2013,,,,,,,,,,,,,,,,
98.8,2013,,,,,,,,,,,,,,,,
98.3,2013,,,,,,,,,,,,,,,,
98.3,2013,,,,,,,,,,,,,,,,
95.9,2013,,,,,,,,,,,,,,,,
94,2013,,,,,,,,,,,,,,,,
94,2013,,,,,,,,,,,,,,,,
93,2013,,,,,,,,,,,,,,,,
92.2,2013,,,,,,,,,,,,,,,,
92.2,2013,,,,,,,,,,,,,,,,
91.3,2013,,,,,,,,,,,,,,,,
90.4,2013,,,,,,,,,,,,,,,,
90.3,2013,,,,,,,,,,,,,,,,
90,2013,,,,,,,,,,,,,,,,
87.7,2013,,,,,,,,,,,,,,,,
83,2013,,,,,,,,,,,,,,,,
82.4,2013,,,,,,,,,,,,,,,,
82,2013,,,,,,,,,,,,,,,,
81.7,2013,,,,,,,,,,,,,,,,
81.7,2013,,,,,,,,,,,,,,,,
79.5,2013,,,,,,,,,,,,,,,,
79.5,2013,,,,,,,,,,,,,,,,
75.1,2013,,,,,,,,,,,,,,,,
67.2,2013,,,,,,,,,,,,,,,,
67.2,2013,,,,,,,,,,,,,,,,
67.2,2013,,,,,,,,,,,,,,,,
67.2,2013,,,,,,,,,,,,,,,,
198.1,2014,,,,,,,,,,,,,,,,
151.9,2014,,,,,,,,,,,,,,,,
144.4,2014,,,,,,,,,,,,,,,,
137.9,2014,,,,,,,,,,,,,,,,
134.5,2014,,,,,,,,,,,,,,,,
134.5,2014,,,,,,,,,,,,,,,,
124.1,2014,,,,,,,,,,,,,,,,
120.8,2014,,,,,,,,,,,,,,,,
120.1,2014,,,,,,,,,,,,,,,,
120,2014,,,,,,,,,,,,,,,,
118.7,2014,,,,,,,,,,,,,,,,
118.5,2014,,,,,,,,,,,,,,,,
118.5,2014,,,,,,,,,,,,,,,,
118.1,2014,,,,,,,,,,,,,,,,
118,2014,,,,,,,,,,,,,,,,
118,2014,,,,,,,,,,,,,,,,
118,2014,,,,,,,,,,,,,,,,
116.5,2014,,,,,,,,,,,,,,,,
116.5,2014,,,,,,,,,,,,,,,,
114.6,2014,,,,,,,,,,,,,,,,
113.5,2014,,,,,,,,,,,,,,,,
112,2014,,,,,,,,,,,,,,,,
98.7,2014,,,,,,,,,,,,,,,,
98.7,2014,,,,,,,,,,,,,,,,
98.3,2014,,,,,,,,,,,,,,,,
96.6,2014,,,,,,,,,,,,,,,,
94.5,2014,,,,,,,,,,,,,,,,
92.2,2014,,,,,,,,,,,,,,,,
92.2,2014,,,,,,,,,,,,,,,,
92,2014,,,,,,,,,,,,,,,,
92,2014,,,,,,,,,,,,,,,,
89.4,2014,,,,,,,,,,,,,,,,
87.6,2014,,,,,,,,,,,,,,,,
87.6,2014,,,,,,,,,,,,,,,,
87.5,2014,,,,,,,,,,,,,,,,
84.5,2014,,,,,,,,,,,,,,,,
68.3,2014,,,,,,,,,,,,,,,,
68.3,2014,,,,,,,,,,,,,,,,
68.3,2014,,,,,,,,,,,,,,,,
68.3,2014,,,,,,,,,,,,,,,,
68.3,2014,,,,,,,,,,,,,,,,
158.3,2015,,,,,,,,,,,,,,,,
146.6,2015,,,,,,,,,,,,,,,,
145.2,2015,,,,,,,,,,,,,,,,
141.7,2015,,,,,,,,,,,,,,,,
141.7,2015,,,,,,,,,,,,,,,,
141.4,2015,,,,,,,,,,,,,,,,
136.6,2015,,,,,,,,,,,,,,,,
130.5,2015,,,,,,,,,,,,,,,,
129.8,2015,,,,,,,,,,,,,,,,
127.8,2015,,,,,,,,,,,,,,,,
127.8,2015,,,,,,,,,,,,,,,,
127.8,2015,,,,,,,,,,,,,,,,
126,2015,,,,,,,,,,,,,,,,
125.5,2015,,,,,,,,,,,,,,,,
121.1,2015,,,,,,,,,,,,,,,,
115.4,2015,,,,,,,,,,,,,,,,
113.8,2015,,,,,,,,,,,,,,,,
113.8,2015,,,,,,,,,,,,,,,,
113.7,2015,,,,,,,,,,,,,,,,
113.2,2015,,,,,,,,,,,,,,,,
113,2015,,,,,,,,,,,,,,,,
110,2015,,,,,,,,,,,,,,,,
99.7,2015,,,,,,,,,,,,,,,,
95,2015,,,,,,,,,,,,,,,,
93.9,2015,,,,,,,,,,,,,,,,
93.9,2015,,,,,,,,,,,,,,,,
91.9,2015,,,,,,,,,,,,,,,,
91.1,2015,,,,,,,,,,,,,,,,
89.5,2015,,,,,,,,,,,,,,,,
89.5,2015,,,,,,,,,,,,,,,,
89.5,2015,,,,,,,,,,,,,,,,
89.5,2015,,,,,,,,,,,,,,,,
85.8,2015,,,,,,,,,,,,,,,,
78.2,2015,,,,,,,,,,,,,,,,
77,2015,,,,,,,,,,,,,,,,
66,2015,,,,,,,,,,,,,,,,
60.2,2015,,,,,,,,,,,,,,,,
60.2,2015,,,,,,,,,,,,,,,,
146.4,2016,,,,,,,,,,,,,,,,
145,2016,,,,,,,,,,,,,,,,
144.4,2016,,,,,,,,,,,,,,,,
138.2,2016,,,,,,,,,,,,,,,,
136.6,2016,,,,,,,,,,,,,,,,
126.2,2016,,,,,,,,,,,,,,,,
125,2016,,,,,,,,,,,,,,,,
122.7,2016,,,,,,,,,,,,,,,,
119.2,2016,,,,,,,,,,,,,,,,
119.1,2016,,,,,,,,,,,,,,,,
117.5,2016,,,,,,,,,,,,,,,,
112.8,2016,,,,,,,,,,,,,,,,
112.5,2016,,,,,,,,,,,,,,,,
110.4,2016,,,,,,,,,,,,,,,,
110,2016,,,,,,,,,,,,,,,,
107.4,2016,,,,,,,,,,,,,,,,
107.4,2016,,,,,,,,,,,,,,,,
107.4,2016,,,,,,,,,,,,,,,,
106.2,2016,,,,,,,,,,,,,,,,
98,2016,,,,,,,,,,,,,,,,
97.6,2016,,,,,,,,,,,,,,,,
96.7,2016,,,,,,,,,,,,,,,,
96.7,2016,,,,,,,,,,,,,,,,
96.7,2016,,,,,,,,,,,,,,,,
96,2016,,,,,,,,,,,,,,,,
96,2016,,,,,,,,,,,,,,,,
96,2016,,,,,,,,,,,,,,,,
93.9,2016,,,,,,,,,,,,,,,,
91.4,2016,,,,,,,,,,,,,,,,
91.4,2016,,,,,,,,,,,,,,,,
68.7,2016,,,,,,,,,,,,,,,,
68.3,2016,,,,,,,,,,,,,,,,
139.5,2017,,,,,,,,,,,,,,,,
116.6,2017,,,,,,,,,,,,,,,,
101,2017,,,,,,,,,,,,,,,,
99.9,2017,,,,,,,,,,,,,,,,
96.8,2017,,,,,,,,,,,,,,,,
95.2,2017,,,,,,,,,,,,,,,,
94.6,2017,,,,,,,,,,,,,,,,
94.5,2017,,,,,,,,,,,,,,,,
94.5,2017,,,,,,,,,,,,,,,,
93.1,2017,,,,,,,,,,,,,,,,
93,2017,,,,,,,,,,,,,,,,
92.9,2017,,,,,,,,,,,,,,,,
92.9,2017,,,,,,,,,,,,,,,,
91.9,2017,,,,,,,,,,,,,,,,
91.2,2017,,,,,,,,,,,,,,,,
91,2017,,,,,,,,,,,,,,,,
90.6,2017,,,,,,,,,,,,,,,,
89.7,2017,,,,,,,,,,,,,,,,
89.7,2017,,,,,,,,,,,,,,,,
89,2017,,,,,,,,,,,,,,,,
89,2017,,,,,,,,,,,,,,,,
86,2017,,,,,,,,,,,,,,,,
85.6,2017,,,,,,,,,,,,,,,,
82.2,2017,,,,,,,,,,,,,,,,
82.2,2017,,,,,,,,,,,,,,,,
70,2017,,,,,,,,,,,,,,,,
65,2017,,,,,,,,,,,,,,,,
55.3,2017,,,,,,,,,,,,,,,,
52.2,2017,,,,,,,,,,,,,,,,
109.8,2018,,,,,,,,,,,,,,,,
109.8,2018,,,,,,,,,,,,,,,,
109.8,2018,,,,,,,,,,,,,,,,
106.7,2018,,,,,,,,,,,,,,,,
99.1,2018,,,,,,,,,,,,,,,,
99.1,2018,,,,,,,,,,,,,,,,
98,2018,,,,,,,,,,,,,,,,
89.5,2018,,,,,,,,,,,,,,,,
89.1,2018,,,,,,,,,,,,,,,,98.99090909
89,2018,,,,,,,,,,,,,,,,
89,2018,,,,,,,,,,,,,,,,
99.4,2019,,,,,,,,,,,,,,,,
66.2,2020,,,,,,,,,,,,,,,,
